session_swing,session,exit_velo_mph_x,blast_bat_speed_mph_x,bat_speed_mph_contact_x,sweet_spot_velo_mph_contact_x,sweet_spot_velo_mph_contact_y,sweet_spot_velo_mph_contact_z,bat_torso_angle_connection_x,attack_angle_contact_x,bat_speed_mph_max_x,bat_speed_xy_max_x,bat_torso_angle_ds_x,bat_torso_angle_ds_y,bat_torso_angle_ds_z,hand_speed_blast_bat_mph_max_x,hand_speed_mag_max_x,pelvis_angle_fm_x,pelvis_angle_fm_y,pelvis_angle_fm_z,pelvis_angle_fp_x,pelvis_angle_fp_y,pelvis_angle_fp_z,pelvis_angle_hs_x,pelvis_angle_hs_y,pelvis_angle_hs_z,torso_angle_fm_x,torso_angle_fm_y,torso_angle_fm_z,torso_angle_fp_x,torso_angle_fp_y,torso_angle_fp_z,torso_angle_hs_x,torso_angle_hs_y,torso_angle_hs_z,upper_arm_speed_mag_max_x,x_factor_fm_x,x_factor_fm_y,x_factor_fm_z,x_factor_fp_x,x_factor_fp_y,x_factor_fp_z,bat_max_x,bat_min_x,hand_speed_mag_fm_x,hand_speed_mag_fp_x,hand_speed_mag_maxhss_x,hand_speed_mag_seq_max_x,hand_speed_mag_stride_max_velo_x,hand_speed_mag_swing_max_velo_x,lead_knee_launchpos_x,lead_knee_stride_max_x,lead_wrist_fm_x,lead_wrist_swing_max_x,pelvis_angular_velocity_fm_x,pelvis_angular_velocity_fp_x,pelvis_angular_velocity_maxhss_x,pelvis_angular_velocity_seq_max_x,pelvis_angular_velocity_stride_max_x,pelvis_angular_velocity_swing_max_x,pelvis_fm_x,pelvis_fm_y,pelvis_fm_z,pelvis_launchpos_x,pelvis_launchpos_y,pelvis_launchpos_z,pelvis_loadedpos_x,pelvis_load_max_x,pelvis_stride_max_x,pelvis_stride_max_y,pelvis_stride_max_z,pelvis_swing_max_x,pelvis_swing_max_y,pelvis_swing_max_z,rear_elbow_fm_x,rear_elbow_fm_z,rear_elbow_launchpos_x,rear_elbow_stride_max_x,rear_elbow_stride_max_z,rear_elbow_swing_max_x,rear_elbow_swing_max_z,rear_hip_launchpos_x,rear_hip_stride_max_x,rear_hip_stride_max_y,rear_hip_stride_max_z,rear_shoulder_launchpos_x,rear_shoulder_stride_max_x,rear_shoulder_stride_max_y,rear_shoulder_stride_max_z,torso_angular_velocity_fm_x,torso_angular_velocity_fp_x,torso_angular_velocity_maxhss_x,torso_angular_velocity_stride_max_x,torso_angular_velocity_seq_max_x,torso_angular_velocity_swing_max_x,torso_fm_x,torso_fm_y,torso_fm_z,torso_launchpos_x,torso_launchpos_y,torso_launchpos_z,torso_loadedpos_x,torso_load_max_x,torso_pelvis_fm_x,torso_pelvis_launchpos_x,torso_pelvis_loadedpos_x,torso_pelvis_load_max_x,torso_pelvis_stride_max_x,torso_pelvis_stride_max_y,torso_pelvis_stride_max_z,torso_pelvis_swing_max_x,torso_stride_max_x,torso_stride_max_y,torso_stride_max_z,torso_swing_max_x,torso_swing_max_y,torso_swing_max_z,upper_arm_speed_mag_fm_x,upper_arm_speed_mag_fp_x,upper_arm_speed_mag_maxhss_x,upper_arm_speed_mag_seq_max_x,upper_arm_speed_mag_stride_max_velo_x,upper_arm_speed_mag_swing_max_velo_x,x_factor_hs_x,x_factor_hs_y,x_factor_hs_z,max_cog_velo_x
108_7,108,76.1,,50.1329,49.7167,6.1698,1.6579,79.1742,2.1377,51.5309,2336.9387,-107.1989,79.1742,103.5311,19.7985,1575.1351,41.0043,-0.8043,-11.088,30.3914,0.8273,-21.589,35.6055,4.0087,-30.5026,32.9806,-11.6126,-23.5108,29.9548,-15.4428,-14.1268,31.3154,-15.5173,-22.5005,1106.6815,6.706,-0.2067,-16.4066,1.7127,-17.752,-2.027,598.6222,45.6258,108.4644,75.9574,197.2282,1575.1351,78.7265,1575.1351,50.0795,63.3153,-0.0001,-0.0197,276.8965,-25.2864,295.6877,679.0457,-24.9901,679.0457,-41.0043,-0.8043,-101.088,-30.3914,0.8273,-111.589,-97.6897,-93.4386,-30.3914,0.8273,-111.589,-3.9977,8.7456,9.0833,131.4843,80.1502,129.9092,129.9092,85.4698,134.7094,114.9091,73.9024,73.9176,-5.357,28.6115,69.6846,14.9914,79.4607,37.7033,190.0438,-24.7721,296.0447,-24.7721,903.4841,903.4841,-32.9806,-11.6126,-113.5108,-29.9548,-15.4428,-104.1268,-94.0373,-93.1386,-16.4066,-2.027,-2.2838,-3.3861,1.7127,-17.752,-2.7744,-17.0045,-29.9548,-16.1184,-104.1268,17.2883,35.8429,15.9147,73.8703,56.2916,195.1454,1106.6815,82.5699,1106.6815,6.0486,-20.4459,-5.2144,0.6667
108_8,108,72.1,52.4,51.6712,51.2593,5.9969,1.7898,88.3739,2.0601,53.2557,2288.5989,-102.8208,88.3739,174.81,19.2425,1594.4912,36.6828,-2.1962,-19.9676,29.2228,-3.3113,-15.138,29.9524,3.6941,-33.2343,28.6447,-13.2425,-25.6385,28.3794,-18.7322,-8.1597,28.5797,-16.5947,-22.9864,1050.0804,7.7955,-5.5282,-11.1025,2.4523,-16.7737,-1.7713,608.176,42.4588,100.3003,61.8355,286.2615,1594.4912,78.1663,1594.4912,50.8892,63.3001,-7.8343,-16.8863,233.3152,-50.3191,338.157,635.3311,-20.6847,635.3311,-36.6828,-2.1962,-109.9676,-29.2228,-3.3113,-105.138,-101.433,-93.9177,-29.2388,-3.3113,-105.138,-7.4461,5.4152,4.0822,130.273,79.9503,130.0238,130.0238,86.5954,133.1871,108.0828,74.7763,74.7763,-9.2852,16.3928,71.9051,12.0265,75.9111,31.369,59.2801,-38.9428,354.364,-20.5851,853.0164,853.0164,-28.6447,-13.2425,-115.6385,-28.3794,-18.7322,-98.1597,-95.7681,-94.6328,-11.1025,-1.7713,-1.2724,-3.2601,2.2919,-16.7737,-1.8333,-15.4304,-28.3794,-18.7322,-98.1597,11.3096,35.723,8.7352,58.8115,63.2424,216.8871,1050.0804,64.368,1050.0804,2.8591,-22.6274,-1.5518,0.6487
109_1,109,83.8,63.3,60.7768,59.4979,-10.778,4.3599,105.0761,4.1534,61.4816,2351.396,-108.6479,105.0761,173.5388,17.2554,1835.0759,11.8912,3.2443,-7.6526,14.4984,4.1538,27.6895,14.7367,0.9821,-14.341,18.1699,-7.8345,-11.1199,14.6728,10.5084,12.0384,19.0689,-7.4894,-19.5348,1054.5131,-5.9114,-10.113,-5.7249,0.6568,10.1348,-13.3991,558.49,42.2503,103.1722,766.3259,612.0439,1835.0759,766.3259,1835.0759,38.9673,73.1684,16.752,-9.7863,-43.9115,649.5562,581.3347,724.1398,649.5562,724.1398,-11.8912,3.2443,-97.6526,-14.4984,4.1538,-62.3105,-91.3489,-88.5525,-18.0022,4.1538,-104.341,9.256,5.8729,0.6789,120.3671,79.4798,117.5064,121.231,105.4375,121.231,105.8266,36.7734,45.693,-4.8687,21.6393,40.1615,-18.7122,82.1012,36.4102,-55.1526,698.1204,586.931,698.1204,831.238,831.238,-18.1699,-7.8345,-101.1199,-14.6728,10.5084,-77.9616,-94.2559,-91.3309,-5.7249,-13.3991,-4.995,-5.1259,-5.9229,-10.5147,-13.7821,-13.7821,-21.6431,-8.3096,-109.7769,20.017,27.3116,-0.7786,87.9293,849.4761,680.6569,1054.5131,849.4761,1054.5131,-4.1963,-6.8677,-7.191,0.6306
109_2,109,83.3,63.2,63.0328,61.1124,-12.5524,8.5064,103.8753,7.9707,63.418,2350.7581,-113.4409,103.8753,-149.5692,18.3905,1817.5013,13.3047,0.9749,-12.5832,16.051,2.9717,18.4731,14.3152,1.2008,-13.2715,19.0689,-8.7676,-19.3431,18.7814,5.5921,1.6889,19.9193,-7.7125,-20.9439,944.4162,-5.6129,-7.9202,-8.8349,-2.433,7.2038,-15.3523,576.8553,30.4459,101.2948,690.5864,746.0405,1817.5013,698.6801,1817.5013,45.5971,68.7732,16.3362,-4.1286,-16.9801,633.869,674.7156,706.3687,633.869,706.3687,-13.3047,0.9749,-102.5832,-16.051,2.9717,-71.5269,-89.5965,-88.4032,-17.2001,3.8519,-103.2761,8.4571,4.0333,-0.9272,120.6574,79.932,118.3055,121.7184,105.6091,121.7184,107.4291,39.2288,45.3977,-5.1485,27.5796,46.5753,-12.5604,86.2811,32.0917,-20.282,606.882,677.3865,606.882,842.8232,842.8232,-19.0689,-8.7676,-109.3431,-18.7814,5.5921,-88.3111,-93.1678,-92.0023,-8.8349,-15.3523,-5.7428,-5.7645,-6.0505,-10.6253,-15.3523,-15.4754,-21.9148,-9.2336,-111.6447,18.2883,28.5003,-3.5431,65.4657,599.5485,689.489,944.4162,599.5485,944.4162,-5.473,-6.7322,-9.6491,0.8633
109_3,109,72.1,63.2,59.6015,56.8986,-16.949,4.3739,103.5429,3.7188,61.8141,2307.1873,-111.1571,103.5429,-160.4527,17.5135,1764.3877,12.1825,2.4681,-13.5786,15.5198,4.0195,16.2119,15.8897,1.3001,-17.4683,18.5488,-8.0691,-18.5148,18.7448,5.9607,-0.0983,19.9667,-6.6553,-23.755,937.6346,-6.0347,-9.2431,-7.0906,-2.627,6.3151,-15.1085,562.0944,33.2649,154.0819,737.7402,804.0051,1764.3877,737.7402,1764.3877,42.335,65.5608,9.7402,-2.3124,-54.9979,634.678,663.0703,728.9766,634.678,728.9766,-12.1825,2.4681,-103.5786,-15.5198,4.0195,-73.7881,-90.9137,-89.2714,-17.6223,4.0723,-107.4727,9.4065,5.5324,-1.9095,119.6869,79.2986,118.4432,121.5287,104.2979,121.5287,106.5346,40.0781,46.5562,-5.9269,29.1257,49.1797,-15.2343,87.9224,35.3685,-52.5348,617.0884,664.5479,617.0884,837.4907,837.4907,-18.5488,-8.0691,-108.5148,-18.7448,5.9607,-90.0983,-94.5742,-92.5336,-7.0906,-15.1085,-5.7717,-5.9056,-6.6827,-9.7645,-15.1085,-15.176,-22.3423,-8.1147,-113.9248,16.8941,28.8144,-7.1848,95.4351,615.1446,674.1239,937.6346,615.1446,937.6346,-3.9447,-5.9245,-8.2357,0.7928
109_4,109,89.3,64.1,62.5229,61.1862,-10.2079,-6.879,99.1298,-6.396,63.59,2357.5466,-114.1965,99.1298,179.364,20.1596,1696.2535,12.4966,2.1131,-12.2369,16.4866,5.4611,20.4404,15.1221,2.2573,-16.2627,19.155,-8.5427,-17.9027,28.0307,9.7525,0.8359,20.3436,-6.8617,-22.6439,848.832,-6.3456,-9.1621,-7.8766,-10.4168,9.832,-17.3465,598.4517,33.3652,130.9738,930.4319,944.0096,1696.2535,930.4319,1696.2535,52.1085,73.8092,17.8817,2.8499,-51.8901,584.6591,595.3145,648.1976,584.6591,648.1976,-12.4966,2.1131,-102.2369,-16.4866,5.4611,-69.5596,-89.0809,-87.3453,-18.4317,5.4611,-106.2633,8.428,9.6559,-11.4736,119.108,74.9267,116.2734,120.4863,105.4836,120.4863,105.9571,47.4996,52.818,-2.8727,24.7378,47.3906,-14.9401,88.9667,36.7079,-55.6355,582.2916,603.1967,582.2916,754.5944,754.5944,-19.155,-8.5427,-107.9027,-28.0307,9.7525,-89.1641,-93.0844,-91.748,-7.8766,-17.3465,-6.5078,-6.7242,-11.187,-10.4074,-17.3465,-17.3567,-28.5378,-8.6504,-112.6514,-0.8113,41.4678,-20.6641,87.188,653.6103,688.8224,848.832,653.6103,848.832,-4.9446,-7.1228,-8.5666,0.8288
109_5,109,78.0,67.4,61.6703,60.7547,-7.4542,6.6274,100.7754,6.0415,62.4411,2383.2344,-111.4446,100.7754,173.9057,18.0976,1800.3826,12.2308,1.5925,-13.6426,15.0289,5.3174,26.4652,14.6282,2.1756,-17.3039,18.9149,-8.427,-18.5926,17.7297,12.7572,8.5845,20.8646,-6.2374,-23.4067,1188.959,-6.4461,-8.7342,-6.9883,-1.4274,11.9232,-15.0492,587.1559,34.1732,136.6775,884.4658,846.4781,1800.3826,884.4658,1800.3826,48.7642,70.5747,8.6098,-9.0691,-42.4631,698.7372,670.1655,716.3633,698.7372,716.3633,-12.2308,1.5925,-103.6426,-15.0289,5.3174,-63.5348,-91.2453,-87.9224,-18.6385,5.3174,-107.3105,12.522,6.2567,0.1685,120.5329,77.3952,117.7265,121.9284,103.522,121.9284,104.1669,39.8773,50.007,-5.3582,28.5881,42.0427,-14.0594,90.0164,35.1901,-51.9589,747.1927,675.232,747.1927,866.1874,866.1874,-18.9149,-8.427,-108.5926,-17.7297,12.7572,-81.4155,-94.4306,-91.7741,-6.9883,-15.0492,-5.3359,-5.5211,-7.0036,-9.8021,-15.238,-15.238,-23.9224,-8.4878,-113.7427,21.4286,34.393,0.9337,99.5597,870.3685,766.2019,1188.959,870.3685,1188.959,-5.9893,-6.5848,-8.0525,0.8468
109_6,109,79.0,65.6,64.0738,61.6414,-15.0181,-8.1662,101.6646,-7.3802,65.351,2384.4482,-110.0385,101.6646,-139.7453,19.6812,1748.0703,11.867,1.2062,-14.4893,16.5723,4.4651,18.646,14.7394,0.6941,-17.2768,19.2397,-7.3036,-19.0372,25.3001,9.7442,1.2244,21.0455,-6.6519,-21.8096,934.7336,-7.2139,-7.3869,-6.2166,-7.8806,10.1171,-15.0216,590.7286,38.4503,100.4713,869.6353,903.9326,1748.0703,869.6353,1748.0703,47.8262,69.9786,14.3232,-0.2212,-63.8861,614.7314,654.9396,692.4236,614.7314,692.4236,-11.867,1.2062,-104.4893,-16.5723,4.4651,-71.354,-89.3219,-87.4692,-17.9741,4.4651,-107.2768,9.8618,8.0787,-10.0629,121.1971,79.5091,114.8999,121.2057,101.5945,121.2057,102.1112,45.7922,51.1442,-3.3952,20.3622,48.5589,-16.0211,86.5384,38.1165,-66.0257,608.1661,663.058,608.1661,793.8748,793.8748,-19.2397,-7.3036,-109.0372,-25.3001,9.7442,-88.7756,-92.9678,-91.5935,-6.2166,-15.0216,-5.535,-6.1207,-9.1674,-8.9853,-15.0216,-15.088,-26.7914,-7.3231,-111.8767,6.7594,40.263,-15.6844,81.463,637.6316,704.9033,934.7336,637.6316,934.7336,-6.2174,-5.9505,-6.2591,0.7028
109_7,109,78.0,65.6,65.014,63.2912,-12.4012,-6.869,99.6464,-6.0112,66.7534,2411.2993,-113.4069,99.6464,-160.3011,19.8548,1810.7156,12.4962,1.8258,-13.8107,16.5006,4.9191,21.8446,15.3878,1.741,-15.512,18.5048,-7.9386,-20.7647,23.2349,12.0137,4.2809,20.6416,-6.5413,-22.8066,927.813,-5.7544,-8.0133,-8.9301,-5.6348,11.8827,-14.579,600.8802,31.3923,102.513,974.796,956.7935,1810.7156,981.6493,1810.7156,47.9317,70.7883,18.6273,-0.2057,-28.1689,642.351,589.9984,712.2413,642.351,712.2413,-12.4962,1.8258,-103.8107,-16.5006,4.9191,-68.1554,-89.2848,-87.5239,-19.1374,4.9191,-105.5216,9.8207,7.5988,-8.5266,120.663,81.908,114.3429,121.1931,101.9917,121.1931,102.4448,42.3291,49.3404,-6.1531,29.1749,46.6023,-11.8632,91.5292,35.4641,-38.3239,660.4607,599.6181,660.4607,788.7935,788.7935,-18.5048,-7.9386,-110.7647,-23.2349,12.0137,-85.7191,-93.5485,-91.9337,-8.9301,-14.579,-6.3352,-6.6458,-7.2392,-9.4114,-14.651,-14.651,-25.7654,-8.4531,-112.811,10.1203,39.0455,-13.1281,64.7968,735.265,641.8707,927.813,735.265,927.813,-5.0712,-6.0394,-9.2478,0.8288
118_1,118,89.1,60.5,61.7004,59.4633,-15.7569,3.1109,113.5449,2.748,62.8814,2155.906,-98.681,113.5449,-168.0031,17.9102,1682.8848,23.6507,7.6613,-37.277,28.9654,4.4683,-3.121,19.7367,9.0802,-40.2648,29.6715,-15.5128,-34.7904,28.8718,-1.7036,-20.8613,26.3634,-17.1935,-35.5893,1007.2758,-4.3912,-22.1595,-7.4204,-0.0024,3.2517,-18.4913,572.9393,13.7218,102.1407,610.7364,855.7637,1682.8848,610.7364,1682.8848,47.3267,74.3848,46.2538,-14.4023,105.3883,528.1099,622.4968,672.9926,528.1099,672.9926,-23.6507,7.6613,-127.277,-28.9654,4.4683,-93.121,-110.35,-104.1888,-28.9654,9.252,-130.2909,-7.9486,12.976,-13.1657,122.8989,75.4082,110.1634,126.0958,79.4577,126.0958,83.8329,53.5538,61.6746,-4.2899,41.9454,67.2369,-2.5975,93.7537,14.6834,18.8912,466.9973,611.033,466.9973,819.7275,819.7275,-29.6715,-15.5128,-124.7904,-28.8718,-1.7036,-110.8613,-111.8042,-108.5683,-7.4204,-18.4913,-7.0507,-7.8728,-5.2654,-26.6606,-18.4913,-19.1893,-29.6851,-17.2865,-125.7568,8.365,36.1185,-19.3929,85.3017,471.8365,555.8785,1007.2758,471.8365,1007.2758,-5.1528,-26.2615,-4.8619,0.8109
118_2,118,80.3,64.9,65.2241,63.8377,-5.4326,11.5673,112.1219,10.2945,65.2241,2284.4578,-96.7324,112.1219,-153.9099,19.2697,1717.4163,25.7175,9.5848,-26.9388,26.2147,10.0355,13.3361,21.9557,9.0892,-35.2667,30.5723,-14.5986,-32.5335,28.2325,6.3018,-11.3198,26.9751,-16.7272,-32.2784,1220.3744,-2.3761,-19.112,-16.1214,-0.0956,7.9752,-23.4154,583.2872,11.7184,103.8713,984.269,653.7425,1717.4163,984.269,1717.4163,41.0366,79.2092,46.5918,-19.9419,181.2615,570.2961,433.1507,732.8843,570.2961,732.8843,-25.7175,9.5848,-116.9388,-26.2147,10.0355,-76.6639,-111.439,-103.4453,-26.865,10.0838,-125.2691,-0.8031,14.0456,-3.1525,118.5975,74.5518,106.7684,121.7097,83.7419,121.7097,86.3789,50.5247,64.0755,-0.5843,32.8138,59.2602,-7.2414,90.2984,16.4127,72.9985,630.7855,431.3053,630.7855,930.0709,930.0709,-30.5723,-14.5986,-122.5335,-28.2325,6.3018,-101.3198,-111.889,-107.5795,-16.1214,-23.4154,-7.2173,-9.4186,-3.376,-25.0047,-24.1317,-24.1317,-31.4681,-16.8708,-123.0071,20.4531,36.1427,-4.8909,103.3693,672.5884,505.2899,1220.3744,672.5884,1220.3744,-3.1779,-24.9853,-7.3806,1.0451
118_3,118,86.1,66.2,63.3467,62.4528,-9.1904,3.9524,115.3876,3.637,63.9891,2319.8582,-97.9286,115.3876,185.6266,20.0612,1761.349,20.7826,8.1813,-30.1843,24.1196,8.2729,23.2418,18.5526,9.5985,-33.7742,30.1532,-18.0125,-32.9056,20.9582,11.2887,-1.8937,28.3998,-18.3895,-31.567,1297.2811,-7.0169,-23.3618,-12.5046,5.0001,13.3012,-21.2754,607.4668,10.3027,103.8262,1030.1675,955.8773,1761.349,1030.1675,1761.349,48.0975,84.4989,45.8563,-22.2391,86.4076,724.1346,543.6102,758.3474,724.1346,758.3474,-20.7826,8.1813,-120.1843,-24.1196,8.2729,-66.7582,-112.9452,-106.005,-25.5057,9.8451,-123.7742,-2.6629,11.8697,-4.9316,121.1105,74.9746,102.5002,123.833,88.1315,123.833,88.2954,43.5712,67.364,-3.7684,32.6721,52.1576,-3.99,89.4284,13.396,6.2358,866.261,543.8687,866.261,980.7417,980.7417,-30.1532,-18.0125,-122.9056,-20.9582,11.2887,-91.8937,-112.439,-108.5355,-12.5046,-21.2754,-5.5155,-7.2805,-7.9291,-27.1605,-23.6794,-23.6794,-30.48,-18.6109,-123.0173,16.6981,32.4256,-8.2659,72.3652,963.494,646.8552,1297.2811,963.494,1297.2811,-7.8817,-27.1567,-7.4029,1.2073
118_4,118,80.9,65.3,63.7577,61.4213,-16.215,-4.1594,110.7425,-3.969,64.836,2243.9331,-97.0207,110.7425,-163.5777,19.7266,1772.2605,24.9931,8.397,-29.6707,27.3685,7.4007,12.3164,22.8534,9.4874,-32.7313,32.2552,-18.374,-29.9727,26.5068,5.9605,-11.4337,29.7626,-18.1908,-28.733,1301.0955,-4.6679,-23.9622,-12.3123,1.8108,9.8579,-21.5535,609.1548,7.7911,109.3488,1009.7264,962.3099,1772.2605,1018.3647,1772.2605,43.2709,83.929,46.2355,-22.8618,75.9282,643.7254,526.2766,774.5137,643.7254,774.5137,-24.9931,8.397,-119.6707,-27.3685,7.4007,-77.6836,-112.9284,-104.2659,-27.8405,9.7032,-122.749,-2.8063,13.2497,-9.39,121.8782,74.7653,103.5786,125.292,86.133,125.292,86.4215,51.2703,67.9745,-5.2888,34.4847,57.8188,-1.2926,89.8783,10.206,-8.6455,709.4761,523.6385,709.4761,950.2526,950.2526,-32.2552,-18.374,-119.9727,-26.5068,5.9605,-101.4337,-112.1732,-107.2601,-12.3123,-21.5535,-6.0305,-7.5676,-5.096,-27.0086,-22.1347,-22.1347,-32.6046,-18.5576,-120.3844,14.7408,33.6621,-14.7483,53.217,760.1428,591.9128,1301.0955,760.1428,1301.0955,-4.7509,-26.9636,-7.6866,1.1351
118_5,118,92.9,67.1,63.691,62.7881,-3.433,8.9935,111.5229,8.3977,64.9855,2322.8582,-97.0844,111.5229,-153.2024,20.1225,1934.9296,24.1156,8.1841,-29.1531,25.9949,7.074,7.2129,19.3015,10.0342,-35.2524,29.8485,-15.7326,-32.4616,29.009,2.8718,-17.7529,25.437,-17.3292,-31.4198,1413.4075,-3.562,-20.3108,-13.3309,-2.3844,7.4221,-24.142,603.9122,7.9903,104.2907,880.3427,880.3427,1934.9296,880.3427,1934.9296,47.4857,79.9238,47.1748,-21.7188,157.4,584.3737,584.3737,787.667,584.3737,787.667,-24.1156,8.1841,-119.1531,-25.9949,7.074,-82.7871,-111.238,-104.3091,-25.9949,10.0523,-125.2531,-0.6861,12.0783,0.7747,120.8889,73.9501,112.0304,122.3154,82.8611,122.3154,90.796,57.0209,70.5045,-4.1274,32.4097,64.4049,-4.031,89.1744,11.3159,24.1611,588.1405,588.1405,588.1405,1008.5292,1008.5292,-29.8485,-15.7326,-122.4616,-29.009,2.8718,-107.7529,-111.4603,-107.7602,-13.3309,-24.142,-6.2922,-8.709,-4.4634,-27.0466,-24.142,-24.142,-31.1746,-17.3859,-122.4616,21.7593,37.9543,4.552,106.5548,651.0208,651.0208,1413.4075,651.0208,1413.4075,-4.4634,-27.0356,-5.9031,1.1351
118_6,118,83.5,63.5,62.6031,62.3723,-0.3267,1.337,111.1237,1.039,63.7639,2478.498,-98.5204,111.1237,202.0027,19.0541,1870.6025,23.4871,5.7136,-31.1971,19.7742,7.7298,-42.0925,20.169,7.7678,-42.1936,32.5329,-18.1586,-32.9148,28.707,-18.4779,-35.0215,29.2585,-18.5279,-34.7278,1422.444,-7.0775,-21.088,-11.5864,-7.6464,-27.013,-2.5228,516.4988,12.395,103.2318,34.506,866.6899,1870.6025,122.9978,1870.6025,58.0268,82.9209,47.4266,-24.7714,241.8142,-14.9377,626.1625,740.0804,-14.9377,740.0804,-23.4871,5.7136,-121.1971,-19.7742,7.7298,-132.0925,-112.5297,-104.9846,-19.7742,9.1807,-132.0925,-4.0687,15.1739,-0.5306,123.4186,81.088,125.8029,126.3039,78.5781,126.3039,88.9582,67.1339,67.1339,-5.2931,38.9141,93.0243,-1.9784,93.0243,13.6667,51.4302,18.7247,634.9744,18.7247,1001.5393,1001.5393,-32.5329,-18.1586,-122.9148,-28.707,-18.4779,-125.0215,-112.1365,-107.4895,-11.5864,-2.5228,-6.901,-7.6052,-7.6464,-27.2034,-7.2183,-25.3159,-28.707,-18.4827,-125.2941,12.8781,42.1463,0.5437,49.4968,19.2591,789.1212,1422.444,89.6172,1422.444,-7.7966,-27.2137,-2.3679,0.8468
118_7,118,78.7,64.6,63.62,62.7457,-9.5405,-0.9084,115.0511,-1.0673,63.7048,2369.0823,-92.1911,115.0511,-144.2671,19.6201,1758.691,18.1989,9.4636,-31.9272,22.7965,6.9462,2.7881,17.5435,10.0353,-32.2602,27.4621,-18.2272,-31.918,29.1568,0.7648,-20.4007,26.0147,-18.1353,-31.2735,1339.1947,-7.0937,-26.1995,-9.2991,-5.508,3.5698,-23.6577,535.9122,8.8325,101.5783,893.6813,915.3948,1758.691,893.6813,1758.691,49.6787,84.8422,47.6476,-28.6132,7.1524,592.9606,609.8313,796.1343,592.9606,796.1343,-18.1989,9.4636,-121.9272,-22.7965,6.9462,-87.2119,-109.0429,-103.3553,-22.7965,10.2118,-122.2768,-0.5787,12.2126,-3.0951,125.215,75.1351,113.6559,125.2568,83.5129,125.2568,90.3219,59.27,68.7184,-6.1071,30.2819,58.276,-4.9118,89.636,10.9958,-25.3513,586.1033,617.4545,586.1033,1010.4793,1010.4793,-27.4621,-18.2272,-121.918,-29.1568,0.7648,-110.4007,-109.4547,-106.3138,-9.2991,-23.6577,-7.0267,-8.4827,-7.0937,-27.3228,-23.6577,-23.695,-30.0135,-18.2272,-123.0462,16.0355,37.2984,-3.9769,83.4766,724.696,747.8251,1339.1947,724.696,1339.1947,-6.4266,-27.0686,-8.1804,1.1532
118_8,118,86.0,67.6,64.6745,63.3464,3.0956,12.267,112.0717,11.2945,65.6725,2335.6951,-95.622,112.0717,-140.1055,19.8062,1816.2787,24.6558,7.9451,-30.1187,27.1928,6.8324,11.3344,19.7316,10.0454,-35.5494,30.3141,-18.0359,-31.4403,25.7938,4.6287,-12.8885,27.2756,-18.3991,-29.2581,1203.9749,-3.1967,-22.8903,-12.7106,2.0262,9.3131,-22.4118,537.3588,13.2664,108.4576,986.8564,881.7728,1816.2787,986.8564,1816.2787,46.3185,85.1582,47.2363,-19.8076,113.9348,639.1033,542.3248,833.8732,639.1033,833.8732,-24.6558,7.9451,-120.1187,-27.1928,6.8324,-78.6656,-114.2517,-106.8064,-28.4636,10.0919,-125.5494,-1.3928,11.3199,2.0242,120.9466,76.5339,109.5461,125.184,82.72,125.184,84.0945,52.9271,70.5795,-4.3919,31.6856,55.7309,-2.8562,90.1344,14.6897,3.6605,707.1589,546.5439,707.1589,1003.2953,1003.2953,-30.3141,-18.0359,-121.4403,-25.7938,4.6287,-102.8885,-113.0878,-109.7257,-12.7106,-22.4118,-5.5044,-8.1755,-6.8482,-28.9913,-22.9458,-22.9458,-30.4119,-18.7098,-121.5997,21.7013,34.639,2.5483,88.8068,757.6179,688.9389,1203.9749,757.6179,1203.9749,-6.0162,-28.8494,-4.0981,1.295
121_1,121,95.6,83.4,67.2835,61.5484,17.2283,20.865,151.4318,18.2216,69.4883,2618.9956,-139.8672,151.4318,61.6813,21.1799,2126.1821,6.7743,7.4968,-29.6026,11.2817,3.6334,24.3928,7.0303,7.8832,-29.8027,18.0231,-13.4905,-29.1403,22.6235,3.4153,1.9702,18.0981,-14.5673,-29.9019,1360.8098,-10.8348,-20.8906,-2.1135,-10.7733,4.3152,-21.9665,588.7252,-64.4663,105.7317,893.1852,577.2767,2126.1821,893.1852,2126.1821,47.2797,64.6536,40.6318,-11.266,-10.6005,615.8771,439.5288,754.8991,615.8771,754.8991,-6.7743,7.4968,-119.6026,-11.2817,3.6334,-65.6072,-108.5096,-96.0903,-14.2456,8.5452,-119.8043,15.1554,8.5452,14.3483,121.9175,71.6814,134.7815,135.0408,95.4107,135.0408,103.2655,33.752,50.7108,-3.4451,25.6215,40.5364,7.893,74.3069,-5.3183,-35.0871,762.5984,452.2762,762.5984,1023.4297,1023.4297,-18.0231,-13.4905,-119.1403,-22.6235,3.4153,-88.0298,-109.9264,-95.5105,-2.1135,-21.9665,-3.4262,-3.9153,-11.3465,-23.1285,-23.8269,-23.8269,-24.4571,-15.234,-120.2896,23.2753,26.7334,21.7052,132.3822,835.7531,416.1189,1360.8098,835.7531,1360.8098,-10.482,-22.2585,-2.9997,1.1171
